"","Feature.ID","Confidence","domain","phylum","class","order","family","genus","species","SH"
"171","ASV117",0.714943858589745,"Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Meyerozyma","Meyerozyma_smithsonii","SH1242718.10FU"
"172","ASV1170",0.999990114811782,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_pini","SH1311120.10FU"
"173","ASV1171",0.999711369528696,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Dothiora","Dothiora_sp","SH1289871.10FU"
"174","ASV1172",0.953457821788114,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"175","ASV1173",0.970977251031222,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cylindriaceae","Cylindrium","Cylindrium_desperesense","SH1161297.10FU"
"176","ASV1174",0.999999816750362,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"177","ASV1175",0.999999999763969,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"178","ASV1176",0.713441011588833,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ectophoma","Ectophoma_multirostrata","SH1672557.10FU"
"179","ASV1177",0.95258171562214,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Irpex","Irpex_lacteus","SH1080393.10FU"
"180","ASV1178",0.99940102668353,"Fungi",NA,NA,NA,NA,NA,NA,NA
"181","ASV1179",0.860182141135091,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,NA
"182","ASV118",0.960919437158558,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Parastagonospora","Parastagonospora_nodorum","SH1408941.10FU"
"183","ASV1180",0.999894150308756,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma",NA,NA
"184","ASV1181",0.995619704191004,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1346454.10FU"
"185","ASV1182",0.961756163239873,"Fungi","Basidiomycota",NA,NA,NA,NA,NA,NA
"186","ASV1183",0.998292916947882,"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotiaceae_gen_Incertae_sedis","Pseudeurotiaceae_sp","SH1296273.10FU"
"187","ASV1185",0.869904828109088,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Xylariales_gen_Incertae_sedis","Xylariales_sp","SH1392337.10FU"
"188","ASV1186",0.970752130338796,"Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,NA
"189","ASV1187",0.922677842615966,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerellaceae_gen_Incertae_sedis","Mycosphaerellaceae_sp","SH1347187.10FU"
"190","ASV1188",0.996130824554345,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Basidiodendron","Basidiodendron_pelinum","SH1660648.10FU"
"191","ASV1189",0.96415569135205,"Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiomycetes_ord_Incertae_sedis","Symmetrosporaceae","Symmetrospora","Symmetrospora_coprosmae","SH1847644.10FU"
"192","ASV119",0.999960581131071,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","SH1051489.10FU"
"193","ASV1190",0.973116794865606,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1311238.10FU"
"194","ASV1191",0.999289983634913,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA,NA
"195","ASV1192",0.992674950664241,"Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago_nunavutica","SH1330481.10FU"
"196","ASV1193",0.999914249269972,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"197","ASV1194",0.8262617657775,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1220280.10FU"
"198","ASV1195",0.922893425331999,"Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia",NA,NA
"199","ASV1196",0.999940394770411,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_hungarica","SH1051489.10FU"
"200","ASV1197",0.984787231125729,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium_fluviae","SH1360023.10FU"
"201","ASV1198",0.999903700150212,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"202","ASV1199",0.999990087867965,"Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromatales_fam_Incertae_sedis","Pseudomicrostroma",NA,NA
"203","ASV12",0.999618791703149,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","SH1135756.10FU"
"204","ASV120",0.719599174651119,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma_guiyangensis","SH1409290.10FU"
"205","ASV1200",0.754080290007027,"Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","Elsinoe","Elsinoe_othonnae","SH1489098.10FU"
"206","ASV1201",0.980593482970846,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"207","ASV1202",0.998330752358525,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina",NA,NA
"208","ASV1203",0.99999496080283,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_inositophila","SH1164880.10FU"
"209","ASV1204",0.715697519108719,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Helotiales_gen_Incertae_sedis","Helotiales_sp","SH1256036.10FU"
"210","ASV1205",0.999999998495862,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae",NA,NA,NA
"211","ASV1206",0.999972826164754,"Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeomycetes_ord_Incertae_sedis","Spiculogloeomycetes_fam_Incertae_sedis","Meniscomyces","Meniscomyces_layueensis","SH1295304.10FU"
"212","ASV1207",0.999999930064898,"Fungi","Basidiomycota","Cystobasidiomycetes","Buckleyzymales","Buckleyzymaceae","Buckleyzyma",NA,NA
"213","ASV1208",0.735783720796327,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",NA,NA
"214","ASV1209",0.999999738069596,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus_oreadorum","SH1231698.10FU"
"215","ASV121",0.999999999999986,"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia_pullulans","SH1076932.10FU"
"216","ASV1210",0.816659105494387,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia","Ophiognomonia_lenticulispora","SH1212318.10FU"
"217","ASV1211",0.999730224387452,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"218","ASV1212",0.972533739124911,"Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales","Microstromataceae","Microstroma","Microstroma_bacarum","SH1160514.10FU"
"219","ASV1213",0.82082604149702,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora_yunnanensis","SH1054285.10FU"
"220","ASV1214",0.999334088843139,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1309620.10FU"
"221","ASV1215",0.959394312750682,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"222","ASV1216",0.989465407029176,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidiaceae_gen_Incertae_sedis","Ceratobasidiaceae_sp","SH1333798.10FU"
"223","ASV1217",0.999964369145057,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Didymocyrtis","Didymocyrtis_pini","SH1311120.10FU"
"224","ASV1218",0.999031592568344,"Fungi","Basidiomycota","Basidiomycota_cls_Incertae_sedis","Basidiomycota_ord_Incertae_sedis","Basidiomycota_fam_Incertae_sedis","Basidiomycota_gen_Incertae_sedis","Basidiomycota_sp","SH1337901.10FU"
"225","ASV1219",0.999877697059881,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"226","ASV122",0.836530904847297,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","SH1371248.10FU"
"227","ASV1220",0.70319146061437,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,NA
"228","ASV1221",0.759280795485699,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae",NA
"229","ASV1222",0.987263551827123,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","Rhexocercosporidium_panacis","SH1396974.10FU"
"230","ASV1223",0.90228492228724,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Thyridariaceae","Parathyridariella","Parathyridariella_dematiacea","SH1396681.10FU"
"231","ASV1224",0.999704038868723,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","SH1303804.10FU"
"232","ASV1225",0.999373760293514,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae",NA,NA,NA
"233","ASV1226",0.977291391180613,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes","Trametes_hirsuta",NA
"234","ASV1227",0.919097523362567,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_heterosporum","SH1049652.10FU"
"235","ASV1228",0.99987903751413,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium",NA,NA
"236","ASV1229",0.902279015003751,"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodosporidiobolus","Rhodosporidiobolus_odoratus","SH1231670.10FU"
"237","ASV123",0.99826277304543,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"238","ASV1231",0.984672770508995,"Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA,NA
"239","ASV1232",0.999854407780333,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora",NA,NA
"240","ASV1233",0.961304338508772,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"241","ASV1234",0.97169532993147,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae",NA,NA,NA
"242","ASV1235",0.824306628159948,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","Ophiognomonia",NA,NA
"243","ASV1236",0.865247708784946,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"244","ASV1237",0.712943917119037,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp","SH1067944.10FU"
"245","ASV1238",0.999961250246525,"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,NA
"246","ASV1239",0.999994565376471,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Paradevriesia","Paradevriesia_americana","SH1376609.10FU"
"247","ASV124",0.957799410982139,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia_sp","SH1849178.10FU"
"248","ASV1240",0.999979392067865,"Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiales_fam_Incertae_sedis","Tubeufiales_gen_Incertae_sedis","Tubeufiales_sp","SH1351753.10FU"
"249","ASV1241",0.978849851453869,"Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Nigrospora","Nigrospora_guangdongensis","SH1391054.10FU"
"250","ASV1242",0.991750115759836,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Taphrina","Taphrina_veronaerambellii","SH1164894.10FU"
"251","ASV1243",0.866560816960552,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paracamarosporium",NA,NA
"252","ASV1244",0.996915613235076,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerellaceae_gen_Incertae_sedis","Mycosphaerellaceae_sp","SH1347568.10FU"
"253","ASV1245",0.986248237547675,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_sp","SH1409247.10FU"
"254","ASV1246",0.999999999773717,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA,NA
"255","ASV1247",0.860830366148156,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae",NA,NA,NA
"256","ASV1248",0.972677124358635,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae",NA,NA,NA
"257","ASV1249",0.99999910521132,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Scopuloides",NA,NA
"258","ASV125",0.884955944705787,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta_rosicola","SH1213303.10FU"
"259","ASV1252",0.999930203183993,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremaceae","Papiliotrema","Papiliotrema_aspenensis","SH1402464.10FU"
"260","ASV1253",0.786963552135755,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia_rotifera",NA
"261","ASV1255",0.933089544052382,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_catarinoi","SH1051519.10FU"
"262","ASV1256",0.947233566291896,"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium_herbarum","SH1335104.10FU"
"263","ASV1257",0.830703851103498,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"264","ASV1258",0.71211355637767,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiales_fam_Incertae_sedis","Corticiales_gen_Incertae_sedis","Corticiales_sp",NA
"265","ASV1259",0.804161731808036,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_changchunensis","SH1389819.10FU"
"266","ASV126",0.802102377744705,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp","SH1383812.10FU"
"267","ASV1260",0.959263388800279,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidiaceae_gen_Incertae_sedis","Ceratobasidiaceae_sp","SH1366809.10FU"
"268","ASV1261",0.939435138913438,"Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Catillariaceae","Catillaria","Catillaria_nigroclavata","SH1239790.10FU"
"269","ASV1262",0.896282758758838,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"270","ASV1263",0.90236906552457,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"271","ASV1264",0.998638275072224,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_sp","SH1073424.10FU"
"272","ASV1265",0.999987848932292,"Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","Spizellomycetales_sp","SH1335863.10FU"
"273","ASV1266",0.999063297283225,"Fungi",NA,NA,NA,NA,NA,NA,NA
"274","ASV1267",0.970464027703068,"Fungi","Basidiomycota","Basidiomycota_cls_Incertae_sedis","Basidiomycota_ord_Incertae_sedis","Basidiomycota_fam_Incertae_sedis","Basidiomycota_gen_Incertae_sedis","Basidiomycota_sp","SH1234795.10FU"
"275","ASV1268",0.850632389854659,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Cistella","Cistella_sp","SH1085022.10FU"
"276","ASV1269",0.976490623111638,"Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA,NA
"277","ASV127",0.714416290716879,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,NA
"278","ASV1270",0.832183015466282,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_lunata","SH1206518.10FU"
"279","ASV1271",0.999999694855223,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Pleosporales_gen_Incertae_sedis","Pleosporales_sp","SH1331433.10FU"
"280","ASV1272",0.951913009511727,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideales_fam_Incertae_sedis",NA,NA,NA
"281","ASV1274",0.929520778851983,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_catarinoi","SH1051519.10FU"
"282","ASV1275",0.85515570755518,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_lunata","SH1206490.10FU"
"283","ASV1276",0.943564442602242,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeriaceae_gen_Incertae_sedis","Phaeosphaeriaceae_sp","SH1311228.10FU"
"284","ASV1277",0.940690901542123,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Sphaerulina","Sphaerulina_westendorpii","SH1861320.10FU"
"285","ASV1278",0.957100246884704,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"286","ASV1279",0.987881473433144,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"287","ASV128",0.750409045964457,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA,NA
"288","ASV1280",0.936983293741296,"Fungi","Ascomycota","Ascomycota_cls_Incertae_sedis","Ascomycota_ord_Incertae_sedis","Ascomycota_fam_Incertae_sedis","Ascomycota_gen_Incertae_sedis","Ascomycota_sp",NA
"289","ASV1281",0.964618536393688,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium","Trichomerium_cicatricatum","SH1341822.10FU"
"290","ASV1282",0.962223162307883,"Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,NA
"291","ASV1283",0.999994668987624,"Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeomycetes_ord_Incertae_sedis","Spiculogloeomycetes_fam_Incertae_sedis","Meniscomyces","Meniscomyces_layueensis","SH1295304.10FU"
"292","ASV1284",0.997367030922436,"Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Eriospora","Eriospora_leucostoma","SH1356789.10FU"
"293","ASV1285",0.998636162267291,"Fungi","Ascomycota",NA,NA,NA,NA,NA,NA
"294","ASV1286",0.876385324517627,"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces","Lyomyces_sp","SH1338291.10FU"
"295","ASV1287",0.824125171557055,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae",NA,NA,NA
"296","ASV1288",0.999264957140068,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,NA
"297","ASV1289",0.901330107850349,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,NA
"298","ASV129",0.990183385625503,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Phaeodothis","Phaeodothis_mori","SH1393934.10FU"
"299","ASV1290",0.822772290916499,"Fungi","Ascomycota","Sordariomycetes","Diaporthales",NA,NA,NA,NA
"300","ASV1291",0.975275449301301,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium_globosporum","SH1207643.10FU"
"301","ASV1292",0.909240935362174,"Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae",NA,NA,NA
"302","ASV1293",0.789071419593098,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","Ceratobasidium_sp",NA
"303","ASV1294",0.792278056883719,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Teratosphaeriaceae_gen_Incertae_sedis","Teratosphaeriaceae_sp","SH1389398.10FU"
"304","ASV1295",0.995002083931469,"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Colletogloeum","Colletogloeum_sp","SH1306023.10FU"
